effort_id,n_items,strip_width_m,speed_knots,year,month,station_id,lat_station,lon_station,region,duration_h,area_km2,density_km2
0004-MS00200_TR06_386_LIT,1,5.0,6.9,2023,7,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_387_LIT,1,5.0,6.9,2023,7,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_389_LIT,1,5.0,6.9,2023,7,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_412_BEG,1,,,2023,9,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,,
0004-MS00200_TR06_412_LIT,1,5.0,6.0,2023,9,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_414_LIT,1,5.0,6.0,2023,9,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_415_LIT,1,5.0,6.0,2023,9,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_416_LIT,1,5.0,6.0,2023,9,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_418_END,1,,,2023,9,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,,
0004-MS00200_TR06_64_LIT,1,5.0,6.0,2021,1,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_65_LIT,1,5.0,6.0,2021,1,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_B63_LIT,1,5.0,6.0,2021,1,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,0.0,
0004-MS00200_TR06_BEG,1,,,2023,7,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,,
0004-MS00200_TR06_END,1,,,2023,7,0004-MS00200_TR06,39.12184,9.22315355,Sardegna,0.0,,
0004-MS00200_TR12_121_LIT,1,5.0,6.0,2021,6,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_122_LIT,1,5.0,6.0,2021,6,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_123_LIT,1,5.0,6.0,2021,6,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_124_LIT,1,5.0,6.0,2021,6,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_125_LIT,1,5.0,6.0,2021,6,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_126_LIT,2,5.0,6.0,2021,6,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_144_LIT,1,5.0,6.0,2021,9,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_145_LIT,1,5.0,6.0,2021,9,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_146_LIT,1,5.0,6.0,2021,9,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_149_LIT,1,5.0,6.0,2021,9,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_163_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_164_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_165_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_166_TR,2,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_167_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_168_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_169_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_170_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_171_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_172_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_173_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_174_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_175_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_176_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_177_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_178_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_179_TR,2,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.03333333333333333,0.001852,1079.9136069114472
0004-MS00200_TR12_180_TR,2,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_181_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_182_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_183_TR,2,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_184_TR,1,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_185_TR,2,5.0,6.0,2021,11,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_223_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_224_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_225_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_226_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_227_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_228_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_229_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_230_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_231_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_232_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_233_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_234_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_235_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_267_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_268_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_269_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_270_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_271_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_272_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_273_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_274_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_275_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_276_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_277_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_278_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_279_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_280_LIT,1,5.0,6.0,2022,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_292_Lit,1,5.0,6.0,2022,7,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_293_Lit,1,5.0,6.0,2022,7,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_294_Lit,1,5.0,6.0,2022,7,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_338_LIT,1,5.0,7.0,2022,11,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_339_LIT,1,5.0,7.0,2022,11,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_349_LIT,1,5.0,7.0,2023,3,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_350_LIT,1,5.0,7.0,2023,3,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_371_LIT,1,50.0,6.5,2023,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_373_LIT,1,50.0,6.5,2023,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_375_LIT,1,50.0,6.5,2023,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_376_LIT,2,50.0,6.5,2023,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_377_LIT,1,50.0,6.5,2023,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_378_LIT,1,50.0,6.5,2023,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_379_LIT,1,50.0,6.5,2023,5,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_397_BEG,1,,,2023,9,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,,
0004-MS00200_TR12_398_LIT,1,5.0,6.0,2023,9,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_405_LIT,1,,,2023,9,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,,
0004-MS00200_TR12_406_LIT,1,,,2023,9,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,,
0004-MS00200_TR12_410_LIT,1,5.0,6.0,2023,9,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,0.0,
0004-MS00200_TR12_411_END,1,,,2023,9,0004-MS00200_TR12,39.023896,9.24838679,Sardegna,0.0,,
0004-MS00200_TR12_66_LIT,1,5.0,6.0,2021,1,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_73_LIT,1,5.0,6.0,2021,1,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_B67_LIT,1,5.0,6.0,2021,1,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0004-MS00200_TR12_B75_LIT,2,5.0,6.0,2021,1,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.23333333333333334,0.012964,154.27337241592102
0004-MS00200_TR12_C72_LIT,1,5.0,6.0,2021,1,0004-MS00200_TR12,39.023896,9.248386794,Sardegna,0.0,0.0,
0018-MS00110_TR06_103_LIT,1,5.0,10.0,2021,3,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_104_LIT,1,5.0,10.0,2021,3,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_115_LIT,1,5.0,6.0,2021,5,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_116_LIT,2,5.0,6.0,2021,5,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_120_LIT,1,5.0,6.0,2021,5,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_139_LIT,1,5.0,8.0,2021,5,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_140_LIT,1,5.0,8.0,2021,5,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_156_LIT,1,5.0,7.4,2021,10,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_157_LIT,1,5.0,7.4,2021,10,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_158_LIT,1,5.0,7.4,2021,10,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_159_LIT,1,5.0,7.4,2021,10,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_160_LIT,1,5.0,7.4,2021,10,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_196_TR,1,5.0,6.0,2021,12,0018-MS00110_TR06,39.034544,9.498402779,Sardegna,0.0,0.0,
0018-MS00110_TR06_243_LIT,1,5.0,8.0,2022,5,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_244_LIT,1,5.0,8.0,2022,5,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_289_Lit,1,5.0,8.0,2022,7,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_290_Lit,1,5.0,8.0,2022,7,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_291_Lit,1,5.0,8.0,2022,7,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_337_LIT,1,5.0,5.5,2022,11,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_342_Lit,1,5.0,6.0,2023,2,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_359_LIT,1,5.0,6.5,2023,3,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_360_LIT,1,5.0,6.5,2023,3,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,,,
0018-MS00110_TR06_390_LIT,1,5.0,6.9,2023,7,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_391_LIT,1,5.0,6.9,2023,7,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_392_LIT,1,5.0,6.9,2023,7,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_393_LIT,2,5.0,6.9,2023,7,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_436_BEG,1,,,2023,9,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,,
0018-MS00110_TR06_438_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_439_LIT,1,5.0,6.0,2023,9,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,0.0,
0018-MS00110_TR06_440_END,1,,,2023,9,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,,
0018-MS00110_TR06_BEG,1,,,2023,7,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,,
0018-MS00110_TR06_END,1,,,2023,7,0018-MS00110_TR06,39.034544,9.49840278,Sardegna,0.0,,
0018-MS00110_TR12_100_LIT,2,5.0,10.0,2021,3,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_101_LIT,1,5.0,10.0,2021,3,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_106_LIT,1,5.0,6.0,2021,5,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_107_LIT,1,5.0,6.0,2021,5,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_109_LIT,1,5.0,6.0,2021,5,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_110_LIT,1,5.0,6.0,2021,5,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_111_LIT,2,5.0,6.0,2021,5,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_112_LIT,1,5.0,6.0,2021,5,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_113_LIT,2,5.0,6.0,2021,5,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_133_LIT,1,5.0,5.8,2021,7,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
0018-MS00110_TR12_134_LIT,1,5.0,5.8,2021,7,0018-MS00110_TR12,38.934759,9.515226699,Sardegna,0.0,0.0,
